Text Styles

artboard,name,size
"timeline/moment/default/title_only/button","BullText-Bold",18
"timeline/moment/default/two_lines_only/default","BullText-Regular",16
"timeline/moment/default/two_lines_only/button","BullText-Regular",16
"timeline/moment/default/image/horizontial","BullText-Regular",16
"timeline/moment/default/image/horizontial","BullText-Bold",18
"timeline/moment/default/image/vertical","BullText-Regular",16
"timeline/moment/default/image/vertical","BullText-Bold",18
"timeline/moment/status/default","BullText-Regular",13
"timeline/moment/status/default","BullText-Regular",13
"timeline/moment/status/red","BullText-Regular",13
"timeline/moment/status/red","BullText-Bold",13
"timeline/feed-title","BullText-Medium",13
"timeline/feed-title","BullText-Regular",16
"timeline/feed-title","BullText-Bold",32
"profile/desktop","BullText-Regular",14
"profile/desktop","BullText-Regular",14
"profile/desktop","BullText-Bold",16
"messages/component/time/unread","BullText-Bold",12
"messages/component/time/read","BullText-Regular",12
"messages/component/description/two-line/unread","BullText-Medium",16
"messages/component/description/two-line/read","BullText-Regular",16
"messages/component/description/one-line/read","BullText-Regular",16
"messages/component/description/one-line/unread","BullText-Medium",16
"timeline/moment/secondary-button","BullText-Regular",16
"channel-selection/default","Bull-Bold",15
"channel-selection/active","Bull-Bold",15
"button/secondary/light/default","BullText-Medium",16
"button/button-facebook","BullText-Bold",16
"button/button-google","BullText-Bold",16
"settings/title_description_button","BullText-Regular",18
"settings/title_description_button","BullText-Regular",13
"settings/title_description_button-single","BullText-Regular",18
"button/secondary/light/outline","BullText-Medium",16
